gendid	chr	s1	s2
12071	12	50479153	50492784
12072	17	61910298	61920035
12073	7	150936189	150972239
12074	17	38785037	38802055
12075	22	45740437	45809449
12076	9	106857666	106901597
12077	3	160118615	160151598
12078	9	72873995	72967248
12079	1	152856899	152857250
12080	17	18164450	18168079
12081	22	39907300	39910329
12082	17	18219104	18226385
12083	14	91925103	91975992
12084	16	18820891	18937364
12085	1	156220378	156252472
12086	17	1964786	2207015
12087	1	183441756	183522337
12088	10	112053908	112063346
12089	7	128828993	128852293
12090	14	70346396	70496976
12091	6	168842051	169067119
12092	20	4155703	4168055
12093	11	6411829	6415838
12094	6	109762325	109765109
12095	16	68395109	68406085
12096	6	123110492	123130554
12097	1	28261695	28285350
12098	4	71227833	71232712
12099	4	71250228	71255566
12100	22	31478907	31500453
12101	11	57310116	57317586
12102	17	4487901	4510783
12103	9	33047291	33076607
12104	12	54575880	54577725
12105	7	98628207	98741404
12106	17	62541966	62657999
12107	2	88367384	88410032
12108	1	214454598	214510128
12109	1	245912865	246670520
12110	17	1684580	1731289
12111	2	73441395	73453075
12112	20	48599597	48604594
12113	8	49831366	49833825
12114	16	88744856	88752815
12115	15	42804045	42823677
12116	20	10256140	10286846
12117	22	21213399	21242125
12118	1	227923111	227968375
12119	6	84265872	84417647
12120	14	62229179	62261702
12121	19	7985252	7987650
12122	9	15422878	15459865
12123	9	139270808	139292881
12124	15	66786774	66790070
12125	1	153631220	153633778
12126	4	90647779	90756819
12127	5	121726830	121799192
12128	5	176047812	176056656
12129	10	88718455	88722743
12130	7	127292428	127732111
12131	2	241938255	242027817
12132	17	47007837	47022097
12133	1	1	2
12134	1	1	2
12135	1	1	2
12136	1	1	2
12137	1	1	2
12138	1	1	2
12139	1	1	2
12140	1	1	2
12141	1	38003349	38019831
12142	16	11769916	11770183
12143	1	1	2
12144	1	1	2
12145	1	1	2
12146	1	1	2
12147	1	1	2
12148	1	1	2
12149	1	1	2
12150	1	1	2
12151	1	1	2
12152	1	1	2
12153	1	1	2
12154	1	1	2
12155	1	1	2
12156	1	1	2
12157	1	1	2
12158	1	1	2
12159	1	1	2
12160	1	1	2
12161	1	1	2
12162	1	1	2
12163	1	1	2
12164	1	1	2
12165	1	1	2
12166	1	1	2
12167	1	1	2
12168	1	1	2
12169	1	1	2
12170	1	1	2
12171	1	1	2
12172	1	1	2
12173	1	1	2
12174	1	1	2
12175	1	1	2
12176	1	1	2
12177	1	1	2
12178	1	1	2
12179	1	1	2
12180	1	1	2
12181	1	1	2
12182	1	1	2
12183	1	1	2
12184	1	1	2
12185	1	1	2
12186	1	1	2
12187	1	1	2
12188	1	1	2
12189	1	1	2
12190	1	1	2
12191	1	1	2
12192	1	1	2
12193	1	1	2
12194	1	1	2
12195	1	1	2
12196	1	1	2
12197	1	1	2
12198	1	1	2
12199	1	1	2
12200	1	1	2
12201	1	1	2
12202	1	1	2
12203	1	1	2
12204	1	1	2
12205	1	1	2
12206	1	1	2
12207	1	1	2
12208	1	1	2
12209	1	1	2
12210	1	1	2
12211	1	1	2
12212	1	1	2
12213	1	1	2
12214	1	1	2
12215	1	1	2
12216	1	1	2
12217	1	1	2
12218	1	1	2
12219	1	1	2
12220	1	1	2
12221	1	1	2
12222	1	1	2
12223	1	1	2
12224	1	1	2
12225	1	1	2
12226	1	1	2
12227	1	1	2
12228	1	1	2
12229	1	1	2
12230	1	1	2
12231	1	1	2
12232	1	1	2
12233	1	1	2
12234	1	1	2
12235	1	1	2
12236	1	1	2
12237	1	1	2
12238	1	1	2
12239	1	1	2
12240	1	1	2
12241	1	1	2
12242	1	1	2
12243	1	1	2
12244	1	1	2
12245	1	1	2
12246	1	1	2
12247	1	1	2
12248	1	1	2
12249	1	1	2
12250	1	1	2
12251	1	1	2
12252	1	1	2
12253	1	1	2
12254	1	1	2
12255	1	1	2
12256	1	1	2
12257	1	1	2
12258	1	1	2
12259	1	1	2
12260	1	1	2
12261	1	1	2
12262	1	1	2
12263	1	1	2
12264	1	1	2
12265	1	1	2
12266	1	1	2
12267	1	1	2
12268	1	1	2
12269	1	1	2
12270	1	1	2
12271	1	1	2
12272	1	1	2
12273	1	1	2
12274	1	1	2
12275	1	1	2
12276	1	1	2
12277	1	1	2
12278	1	1	2
12279	1	1	2
12280	1	1	2
12281	1	1	2
12282	1	1	2
12283	1	1	2
12284	1	1	2
12285	1	1	2
12286	1	1	2
12287	1	1	2
12288	1	1	2
12289	1	1	2
12290	1	1	2
12291	1	1	2
12292	1	1	2
12293	1	1	2
12294	1	1	2
12295	1	1	2
12296	1	1	2
12297	1	1	2
12298	1	1	2
12299	1	1	2
12300	1	1	2
12301	1	1	2
12302	1	1	2
12303	1	1	2
12304	1	1	2
12305	1	1	2
12306	1	1	2
12307	1	1	2
12308	1	1	2
12309	1	1	2
12310	1	1	2
12311	1	1	2
12312	1	1	2
12313	1	1	2
12314	1	1	2
12315	1	1	2
12316	1	1	2
12317	1	1	2
12318	1	1	2
12319	1	1	2
12320	1	1	2
12321	1	1	2
12322	1	1	2
12323	1	1	2
12324	1	1	2
12325	1	1	2
12326	1	1	2
12327	1	1	2
12328	1	1	2
12329	1	1	2
12330	1	1	2
12331	1	1	2
12332	1	1	2
12333	1	1	2
12334	1	1	2
12335	1	1	2
12336	1	1	2
12337	1	1	2
12338	20	1277016	1286699
12339	3	43344696	43390050
12340	2	96940750	96971176
12341	16	103990	107144
12342	2	70121117	70131441
12343	12	123944436	123950829
12344	19	49589672	49611701
12345	19	41257314	41271073
12346	20	2442402	2451337
12347	20	16712348	16721651
12348	18	19192391	19209100
12349	19	46190811	46195147
12350	22	24953643	24967946
12351	1	203830788	203839061
12352	12	96252852	96259850
12353	15	25219601	25223592
12354	20	31996313	32031427
12355	8	121551117	121824084
12356	16	69221070	69334828
12357	8	51306799	51705390
12358	3	63638364	63649772
12359	15	75890699	75913393
12360	15	25200196	25213185
12361	14	78184431	78227471
12362	15	64388213	64429818
12363	7	26386063	26412193
12364	17	46189406	46198871
12365	7	17833669	17979919
12366	6	86215685	86303437
12367	11	64795010	64807265
12368	8	82713732	82752222
12369	2	27593611	27599587
12370	5	53813783	53839263
12371	11	130748317	130785835
12372	5	122110799	122165344
12373	16	50701926	50711438
12374	20	44462559	44470683
12375	15	64443975	64446708
12376	5	122181329	122343445
12377	4	186168511	186284620
12378	1	151584678	151666078
12379	6	108533353	108582126
12380	9	115513282	115631124
12381	8	101586093	101661743
12382	11	65601537	65620807
12383	15	75941444	75949557
12384	3	125166623	125239017
12385	20	17923001	17949069
12386	14	35032328	35099359
12387	1	99127288	99225688
12388	7	2294691	2354057
12389	6	158244467	158363871
12390	1	179271820	179322777
12391	12	53497362	53517908
12392	6	107811821	107956671
12393	16	11348700	11349336
12394	12	93966674	93968956
12395	17	76354499	76355177
12396	14	55509760	55511083
12397	2	46985670	46987281
12398	17	36508128	36552222
12399	21	33032083	33040892
12400	6	160103525	160114200
12401	4	24801144	24801867
12402	9	138585443	138591314
12403	13	36743171	36788664
12404	21	34915399	34948731
12405	10	97074816	97200893
12406	4	186508781	186611726
12407	8	22412020	22432242
12408	10	108336979	108924285
12409	4	7194374	7741992
12410	10	106401086	107023133
12411	15	45315482	45365729
12412	11	121323041	121500273
12413	1	109856665	109940515
12414	2	39212965	39347564
12415	14	50585062	50698002
12416	17	41832710	41836110
12417	7	16502173	16505294
12418	13	112721973	112723149
12419	22	38369502	38379792
12420	2	5832854	5834180
12421	20	306569	307517
12422	3	137483627	137484350
12423	17	7491696	7492995
12424	8	55370699	55372556
12425	20	62679519	62680870
12426	3	181430149	181431103
12427	13	95363473	95364304
12428	5	157053348	157079087
12429	6	21594766	21596191
12430	12	23687153	24102536
12431	11	15994355	16424381
12432	8	10583248	10587944
12433	16	1031923	1035387
12434	17	70117533	70120529
12435	2	231281012	231407662
12436	2	231033840	231081643
12437	2	231090560	231177400
12438	2	231191985	231267612
12439	17	45973653	46005191
12440	2	174774669	174829900
12441	7	21467870	21550888
12442	2	171572023	171573915
12443	17	45924665	45925796
12444	12	53721930	53729431
12445	7	20823909	20826418
12446	11	124545161	124564343
12447	6	88757624	88776054
12448	17	31318957	31324797
12449	19	49110236	49110611
12450	8	101174509	101253251
12451	2	214149208	215275040
12452	1	118506422	118727781
12453	20	34203926	34208945
12454	17	26904717	26925965
12455	10	22634541	22705618
12456	17	4862829	4871100
12457	9	35808170	35812145
12458	17	49043633	49198018
12459	7	123593625	123610303
12460	5	151043132	151055750
12461	4	88394927	88420727
12462	2	32288901	32379566
12463	1	1	2
12464	3	57107723	57108296
12465	13	24797068	24876912
12466	3	172607360	172835522
12467	1	217804721	218036197
12468	4	52917871	52961054
12469	20	48522156	48525028
12470	1	16725260	16757867
12471	16	89763742	89767641
12472	2	231860949	231867505
12473	4	123844298	124235220
12474	15	45694628	45713409
12475	1	48764385	48937681
12476	14	88852163	88904767
12477	15	97326886	97328348
12478	5	94994327	95018559
12479	8	145086684	145101858
12480	12	49854796	49920039
12481	2	201253968	201342755
12482	2	169727941	169746030
12483	3	52740062	52741829
12484	4	177241228	177249482
12485	6	34506051	34512233
12486	2	29038881	29072808
12487	11	64937707	64940689
12488	20	3758859	3761935
12489	5	35618100	35814656
12490	2	220299700	220357509
12491	17	7323704	7324925
12492	1	16174563	16265923
12493	13	46276526	46288508
12494	15	69222993	69238927
12495	15	44855319	44955846
12496	13	36878502	36909968
12497	15	65255961	65275908
12498	16	89574826	89623502
12499	17	74381187	74383668
12500	19	49123772	49133031
12501	2	228846433	229046315
12502	11	47376778	47399905
12503	12	101871335	101880550
12504	9	91041455	91090193
12505	5	147204224	147211141
12506	9	33240207	33248470
12507	5	147443608	147516555
12508	5	147582660	147594514
12509	5	147692047	147695248
12510	5	147715177	147719276
12511	20	44170783	44175997
12512	15	41136753	41149174
12513	19	38755533	38782647
12514	20	44141291	44144249
12515	20	44351007	44354275
12516	18	12449637	12657866
12517	16	89894959	89936681
12518	16	29675050	29676253
12519	16	28986473	28995621
12520	17	4402343	4440238
12521	17	4337263	4391190
12522	20	55904924	55918517
12523	1	32256204	32280935
12524	5	136314343	136834248
12525	11	13984452	14287234
12526	4	1161260	1165860
12527	17	47677740	47700173
12528	2	139307787	139326651
12529	4	88898048	88904049
12530	2	234959431	234978658
12531	2	73114562	73118667
12532	15	38545387	38643866
12533	2	65540635	65659122
12534	19	38880943	38886786
12535	10	135236730	135237186
12536	1	152957707	152957977
12537	1	153043097	153043316
12538	1	153012604	153012823
12539	1	153066009	153066228
12540	1	152975497	152976007
12541	1	152944367	152944607
12542	4	124322747	124323707
12543	13	80910893	80911841
12544	5	141693774	141699331
12545	12	53459616	53473118
12546	12	56862376	56863362
12547	1	9415951	9427635
12548	12	6980356	6982066
12549	16	1827098	1831485
12550	3	140784947	140866112
12551	1	158581054	158656308
12552	9	131329020	131395614
12553	14	65216024	65289813
12554	2	54753556	54895707
12555	11	66453342	66488712
12556	19	40978529	41081476
12557	15	42140814	42185591
12558	9	94794747	94877653
12559	14	77978627	78082923
12560	20	12989916	13145515
12561	11	18631408	18655805
12562	5	79616035	79617328
12563	8	126011646	126034188
12564	15	45951122	45983229
12565	5	179247937	179263594
12566	5	139930285	139937074
12567	2	45616449	45832581
12568	20	36012557	36031783
12569	16	30712146	30751055
12570	7	76019376	76033757
12571	2	31751266	31805970
12572	4	56212504	56236259
12573	17	17715936	17740132
12574	22	42229275	42301665
12575	6	43139395	43146929
12576	5	121297728	121362822
12577	12	64238597	64536453
12578	1	206516200	206634766
12579	3	9027203	9290636
12580	10	70847914	70863877
12581	7	87835793	87856230
12582	16	4242154	4292069
12583	1	11114922	11120001
12584	20	62172171	62178817
12585	15	40328534	40331318
12586	5	112197074	112227305
12587	14	35465916	35498359
12588	17	74035787	74068573
12589	1	225965643	225977062
12590	6	35803081	35888834
12591	7	104758285	105029254
12592	11	126133811	126138700
12593	3	133524693	133538611
12594	17	2218855	2227168
12595	22	26879857	26887639
12596	16	2806366	2820869
12597	12	119419688	119594604
12598	19	44116274	44118422
12599	20	629358	633830
12600	18	23598318	23670534
12601	20	60718877	60754265
12602	3	42632390	42636002
12603	7	141438967	141450155
12604	5	80716323	81046862
12605	1	54692804	54871682
12606	19	18530459	18545057
12607	2	182756794	182794384
12608	12	109181764	109251273
12609	17	27957859	28257019
12610	11	67071097	67079359
12611	12	26348606	26384010
12612	7	149473131	149530919
12613	6	7290097	7313354
12614	1	155979331	155989959
12615	3	156260992	156272879
12616	11	57093881	57102596
12617	11	65337963	65339206
12618	3	187386853	187388080
12619	14	38678595	38679771
12620	22	37602586	37603843
12621	20	23016121	23017288
12622	16	1128869	1129964
12623	1	1477446	1509938
12624	1	85113116	85136903
12625	11	130029875	130079719
12626	8	53025758	53126818
12627	8	134472007	134488268
12628	16	70415592	70432434
12629	1	44201934	44395894
12630	11	126276051	126283943
12631	2	86067267	86116029
12632	3	98487285	98512606
12633	11	8715643	8772248
12634	3	186760492	186793592
12635	2	107423134	107460434
12636	17	74621412	74639721
12637	17	74562186	74581891
12638	1	76540552	77094492
12639	9	130670671	130678699
12640	1	77333361	77528892
12641	9	130648878	130660261
12642	7	116593595	116869912
12643	1	113068635	113161736
12644	12	22354486	22487167
12645	15	92937295	93007616
12646	18	55020078	55027509
12647	5	100147551	100238660
12648	18	44260005	44336472
12649	10	17362877	17496255
12650	3	52529430	52558373
12651	12	103981255	104160115
12652	3	36422136	36587782
12653	17	37368545	37381756
12654	12	57637595	57643420
12655	3	136057096	136349741
12656	7	66770984	66785099
12657	10	17686339	17756780
12658	2	152977088	153032157
12659	2	74057984	74089387
12660	10	90661466	90682982
12661	4	68424528	68472076
12662	19	4324130	4338751
12663	8	38001791	38008337
12664	11	72465942	72492227
12665	13	33679730	33859776
12666	17	37809785	37819162
12667	7	38247106	38268456
12668	5	110835584	110843132
12669	15	81605597	81616441
12670	18	51851062	51880944
12671	2	96852468	96874173
12672	15	42867914	43011773
12673	2	191835429	191874730
12674	12	56737173	56750356
12675	17	40467763	40500535
12676	2	191894566	192012930
12677	17	40441430	40462688
12678	17	40353756	40384146
12679	12	57490355	57502062
12680	4	70864155	70866667
12681	20	47731415	47782739
12682	8	74333607	74650537
12683	4	77227923	77231154
12684	8	23702283	23712037
12685	5	172744850	172755197
12686	7	89789103	89794049
12687	7	89854397	89866237
12688	2	119988589	120020915
12689	7	87908713	87913585
12690	11	3877501	4113029
12691	4	26862841	27024619
12692	11	63953734	63971599
12693	5	171471886	171615047
12694	19	1206913	1226647
12695	2	220462639	220480916
12696	2	220110722	220113282
12697	7	43622843	43664442
12698	2	197002171	197028108
12699	13	99105427	99229041
12700	2	242435077	242447451
12701	8	99468070	99837769
12702	7	23749905	23871986
12703	5	146619198	146763547
12704	4	5053591	5500811
12705	11	8414057	8496453
12706	20	2082528	2098025
12707	2	219537553	219566733
12708	6	36463561	36507980
12709	12	27450654	27475389
12710	2	168812006	169103946
12711	20	43595210	43703818
12712	1	36807356	36826934
12713	1	26212214	26231168
12714	8	80523431	80577110
12715	20	62272691	62284699
12716	8	27094363	27101241
12717	9	124103480	124132466
12718	15	74276278	74284565
12719	9	35100032	35103092
12720	13	39540962	39564859
12721	2	48807773	48822442
12722	2	48807773	49003455
12723	14	81736909	81864727
12724	10	70587381	70652493
12725	4	184827944	184938438
12726	17	79977081	79980738
12727	15	74472421	74501796
12728	7	134916731	134943245
12729	17	61780959	61805730
12730	12	16035642	16055913
12731	9	125887876	125946414
12732	2	37076599	37193607
12733	14	31364617	31495392
12734	19	47223859	47249688
12735	11	125465811	125490706
12736	3	31574491	31677557
12737	16	730526	732490
12738	19	13255224	13260988
12739	6	144507765	144508629
12740	1	28099819	28148841
12741	20	57227063	57251348
12742	9	102677522	102730956
12743	4	4421761	4543692
12744	3	93733229	93734114
12745	7	73114737	73133962
12746	16	31004142	31021718
12747	12	131276445	131323645
12748	11	59523079	59568376
12749	16	31045127	31051125
12750	11	62574941	62598716
12751	1	180945706	180991810
12752	6	132781897	132824670
12753	17	9153895	9479126
12754	9	130374683	130453137
12755	19	7702036	7712697
12756	17	53063581	53237273
12757	6	147525669	147705892
12758	3	120628426	121137945
12759	14	25281915	25444025
12760	12	10772743	10787218
12761	14	53197193	53237825
12762	2	84650870	84686394
12763	3	67411053	67705011
12764	3	151597681	151599337
12765	12	118814497	118852239
12766	10	104263910	104389913
12767	13	53227056	53261971
12768	8	70476211	70570771
12769	20	46287106	46386108
12770	16	28617142	28634519
12771	4	70592806	70620936
12772	2	108910124	108924921
12773	2	108863651	108881808
12774	2	108994794	109003889
12775	4	70707712	70723363
12776	19	48374712	48389515
12777	19	49055510	49102664
12778	22	44221881	44258263
12779	2	37395078	37415670
12780	3	4403828	4508930
12781	7	56131948	56147565
12782	2	203071976	203103175
12783	1	1	2
12784	21	46226866	46237884
12785	6	149721528	149721816
12786	12	56396006	56398812
12787	6	44797553	45333039
12788	17	56423607	56429497
12789	19	39936531	39967040
12790	17	27000420	27028644
12791	2	27876352	27885060
12792	10	70940048	70968792
12793	9	136223469	136228016
12794	9	136230369	136242841
12795	9	136198705	136202970
12796	9	114803772	114937516
12797	22	24577488	24584405
12798	9	95821025	95847030
12799	1	223395534	223536768
12800	3	33194234	33260290
12801	10	14920888	14944512
12802	11	67925155	67957544
12803	19	55853305	55858818
12804	17	30264266	30326023
12805	1	149876566	149885393
12806	15	91769494	91835783
12807	5	75427576	75621373
12808	9	113128819	113341824
12809	10	29747176	29843988
12810	11	22844665	22851295
12811	12	109306311	109458674
12812	7	138279355	138363791
12813	11	9685727	9771518
12814	10	135367794	135379034
12815	16	77233349	77246829
12816	19	13010155	13030072
12817	19	39693627	39694895
12818	1	115398086	115537641
12819	20	58439366	58497469
12820	6	10887360	10964040
12821	12	102122705	102131714
12822	19	15218245	15224775
12823	1	85624433	85666680
12824	1	25549757	25558959
12825	9	93606181	93657883
12826	19	46318818	46357754
12827	3	12046026	12232126
12828	22	32909679	33402648
12829	1	33147389	33168262
12830	6	86322600	86351158
12831	6	152443571	152949467
12832	14	64375867	64692245
12833	22	39746016	39777920
12834	17	76164698	76168018
12835	16	2040104	2043074
12836	19	48869100	48879576
12837	21	34003305	34100352
12838	6	158402994	158517397
12839	15	99645406	99673264
12840	5	149997930	150029896
12841	4	119810192	119979090
12842	10	75406476	75415681
12843	3	63264210	63601158
12844	7	105732251	105752976
12845	1	110009466	110022171
12846	20	43992172	44002935
12847	12	79611300	79842905
12848	12	33529765	33592458
12849	1	155829553	155851300
12850	11	66797616	66816229
12851	1	210111596	210334388
12852	1	1	2
12853	10	46959969	46970449
12854	14	62462738	62567426
12855	16	19179969	19278399
12856	1	202565885	202574901
12857	18	40850306	40857247
12858	19	55684852	55690410
12859	1	114636408	114682494
12860	11	61286099	61348293
12861	11	1855802	1858662
12862	11	7273418	7488032
12863	1	27671826	27680344
12864	11	85406238	85468769
12865	6	159084301	159185637
12866	11	64895854	64901073
12867	6	166571803	166581080
12868	6	132966123	132967143
12869	6	132938289	132945415
12870	1	1	2
12871	6	132909812	132910826
12872	6	132891461	132892499
12873	6	132873832	132874861
12874	6	132859429	132860476
12875	7	97361925	97369233
12876	12	57406163	57409582
12877	17	47916004	47925380
12878	8	38645101	38705542
12879	10	123781497	124013572
12880	4	1725149	1746741
12881	17	61678443	61685363
12882	2	75276559	75426061
12883	10	71164582	71176080
12884	4	104510839	104640833
12885	1	59041857	59042829
12886	17	35771453	35837088
12887	3	9822041	9833151
12888	11	6632153	6633421
12889	1	28930051	28948594
12890	1	109607145	109618570
12891	17	34136574	34173950
12892	1	222732002	222761906
12893	2	9983671	10074114
12894	16	84212547	84218595
12895	11	93469327	93472471
12896	8	120744164	120844805
12897	10	7860673	8056715
12898	20	60551224	60640867
12899	18	23806898	23969977
12900	10	105127747	105147981
12901	7	99704869	99717370
12902	11	62543256	62554769
12903	5	140698562	140699612
12904	6	159456859	159465179
12905	11	117073730	117075076
12906	1	159888590	159890300
12907	3	111718270	111732399
12908	1	47685392	47691561
12909	9	108424778	108425105
12910	11	747482	764846
12911	2	159922423	160087524
12912	17	61086921	61499317
12913	2	162036174	162092030
12914	17	27778567	27870041
12915	16	29989094	30002890
12916	12	118588802	118693373
12917	12	6561415	6571316
12918	4	16164931	16228081
12919	1	234527323	234614850
12920	12	53895193	53899933
12921	1	11073785	11082712
12922	5	33441193	33467814
12923	1	150459927	150479541
12924	15	102194785	102264591
12925	1	6615434	6639645
12926	1	19166093	19186155
12927	1	1266726	1269845
12928	5	9629245	9630145
12929	12	10977945	10978869
12930	12	11060986	11061898
12931	12	11090853	11091807
12932	7	122634813	122635689
12933	7	141463959	141464910
12934	7	141672488	141673490
12935	7	142880512	142881529
12936	7	141478289	141479189
12937	7	143174966	143175890
12938	12	11338599	11339544
12939	12	11243899	11244829
12940	1	1	2
12941	7	141490162	141491062
12942	12	11138560	11139460
12943	7	143140546	143141503
12944	12	10954213	10955170
12945	12	10958650	10959580
12946	12	10961736	10962675
12947	20	13371007	13610726
12948	16	71602047	71610319
12949	1	212965264	212988499
12950	7	27788144	27868449
12951	17	3567042	3571821
12952	4	37903717	38138957
12953	22	30688364	30722871
12954	16	30369265	30381505
12955	11	67171674	67177226
12956	10	96162371	96292854
12957	9	131549633	131570159
12958	4	6925117	7032120
12959	12	72233562	72316985
12960	17	77914658	77987347
12961	19	50380981	50391882
12962	4	26585816	26756570
12963	9	100961663	101017824
12964	20	419230	443050
12965	15	74166051	74181443
12966	22	47158684	47569270
12967	6	37225694	37298949
12968	3	99979863	100042513
12969	16	2546150	2550960
12970	13	75860928	76055904
12971	3	17202455	17550063
12972	6	13305333	13327131
12973	2	101624283	101767716
12974	4	141543349	141677200
12975	5	179290448	179334822
12976	19	36606463	36616685
12977	6	42712771	42713812
12978	3	186268939	186282119
12979	17	80710070	80900340
12980	1	235543365	235612078
12981	11	120916400	120957806
12982	12	64849651	64895162
12983	17	45773479	45787993
12984	7	72984837	72992880
12985	16	2022166	2028687
12986	6	170866118	170881354
12987	14	55881097	55907264
12988	2	162272922	162280739
12989	11	124492980	124502135
12990	7	45139924	45148837
12991	22	19747167	19770546
12992	1	119427355	119474343
12993	6	85446403	85473900
12994	1	168250329	168282241
12995	17	59477538	59485868
12996	7	35242042	35293232
12997	17	45810821	45822733
12998	12	115109646	115121006
12999	17	59533852	59560878
13000	12	114793337	114841704
13001	16	30097546	30102515
13002	19	3594834	3600633
13003	7	139529187	139719900
13004	14	92249444	92280114
13005	17	37821613	37822363
13006	20	62694666	62703534
13007	1	23707959	23751127
13008	1	1	2
13009	1	24069916	24086064
13010	5	145826913	145890206
13011	10	132891425	133109899
13012	15	57212112	57574786
13013	20	585235	590882
13014	22	42557347	42611312
13015	6	134210536	134212941
13016	2	27372002	27375736
13017	16	89940076	89977647
13018	19	1611706	1650248
13019	18	52895456	53254348
13020	5	133450598	133481995
13021	2	85360808	85536586
13022	10	114710516	114925732
13023	20	61473327	61493023
13024	1	152079861	152086557
13025	1	152057443	152060620
13026	12	110340832	110354429
13027	11	67808739	67818287
13028	14	96178092	96180404
13029	14	96152805	96157659
13030	1	1	2
13031	22	31003319	31022509
13032	5	149737310	149778612
13033	6	167786657	167796362
13034	21	33949084	33956615
13035	6	167585633	167595405
13036	6	35086046	35109007
13037	11	33065320	33094223
13038	12	106704854	106740309
13039	3	49449860	49452296
13040	6	44247918	44255563
13041	6	170140281	170151555
13042	1	67220342	67243138
13043	3	196018198	196045024
13044	1	45271675	45272341
13045	12	111051988	111085698
13046	12	124155788	124192261
13047	10	97423824	97453657
13048	3	46619460	46622741
13049	1	1	2
13050	4	156824911	156841143
13051	14	90429459	90509488
13052	10	115947591	115991277
13053	1	154479380	154520187
13054	19	33210979	33281586
13055	1	179561751	179660079
13056	6	46655866	46669625
13057	9	100190748	100258166
13058	14	104394847	104518420
13059	1	151746928	151755499
13060	11	12785780	12958770
13061	19	49844581	49863333
13062	6	35442821	35454440
13063	12	3103933	3149645
13064	4	48139433	48230632
13065	7	97846702	97875459
13066	14	102843059	102964595
13067	11	120973375	121061516
13068	10	114043493	114063071
13069	1	182368799	182369621
13070	22	41763537	41791965
13071	9	27109589	27229231
13072	17	6703346	6733696
13073	1	36550523	36553788
13074	17	15207253	15234903
13075	2	95537325	95542515
13076	16	10721440	10788731
13077	16	1544283	1559938
13078	12	53442928	53457667
13079	14	20836596	20876599
13080	16	58010376	58021331
13081	1	1	2
13082	16	69390801	69419749
13083	16	75681781	75690510
13084	5	1253843	1295105
13085	7	115850762	115897537
13086	12	117476938	117537088
13087	9	35605617	35609740
13088	4	106155100	106197677
13089	2	74273450	74329304
13090	9	103064473	103114704
13091	19	43910657	43922550
13092	11	112039992	112042640
13093	17	56634372	56729363
13094	8	30690802	30706534
13095	17	62226329	62291578
13096	2	71215730	71221888
13097	3	51708321	51738033
13098	15	56657649	56720643
13099	3	133465285	133497465
13100	6	10398650	10419684
13101	6	50786605	50811106
13102	20	55204601	55213070
13103	6	50681769	50740578
13104	1	36039179	36060278
13105	16	4308056	4322748
13106	6	155578970	155635563
13107	1	246704333	246729441
13108	12	51489024	51566206
13109	2	121981917	122042686
13110	13	114240153	114294583
13111	3	141671355	141820592
13112	6	41652337	41658952
13113	7	115580605	115624496
13114	21	43782588	43786605
13115	21	43766642	43771067
13116	21	43732366	43735527
13117	3	100432530	100467376
13118	22	26887979	26906239
13119	2	188331663	188368496
13120	7	93516132	93519991
13121	19	54610357	54618650
13122	7	100218480	100239133
13123	3	195778813	195803971
13124	8	133879246	134147039
13125	13	95227036	95248391
13126	2	70677991	70780900
13127	19	41836957	41858950
13128	16	31483510	31488898
13129	1	218520044	218614705
13130	14	76425530	76447237
13131	5	135364745	135398916
13132	9	101867488	101911588
13133	3	30648376	30733092
13134	1	92149296	92327089
13135	2	105883840	105924759
13136	18	3447738	3457939
13137	20	35207178	35219835
13138	14	24718519	24731559
13139	20	36758621	36793601
13140	20	2276710	2321228
13141	3	44916171	44955218
13142	15	43525389	43559048
13143	20	2361615	2413290
13144	15	43568653	43594449
13145	2	85549788	85555086
13146	8	56686178	56737263
13147	11	2185463	2193017
13148	20	57556338	57569732
13149	2	43458087	43819532
13150	8	42693105	42698238
13151	15	71174793	71184612
13152	16	67876458	67877403
13153	12	72058290	72070889
13154	1	6685279	6694149
13155	7	108204635	108210014
13156	22	21354169	21356201
13157	19	36526342	36545120
13158	4	83821956	83840078
13159	20	23028414	23030142
13160	15	39874059	39887571
13161	6	169617917	169650880
13162	1	155165632	155177668
13163	5	79331361	79378965
13164	19	362200	375971
13165	1	151847364	151881935
13166	1	151819847	151826042
13167	10	25312153	25314385
13168	2	88472670	88485643
13169	18	214626	268020
13170	17	79846007	79849457
13171	22	29904446	29945137
13172	16	3074328	3077659
13173	3	63819808	63849467
13174	19	2785661	2813275
13175	3	184090301	184094048
13176	17	38230742	38249636
13177	1	36748165	36769619
13178	3	24164375	24270451
13179	11	77774928	77775369
13180	13	52951546	52976736
13181	15	71433867	72069714
13182	7	11415421	11871573
13183	2	137748462	138434176
13184	14	24025967	24028050
13185	16	20748202	20753062
13186	2	39963875	40006380
13187	3	9406753	9426373
13188	11	119290118	119291616
13189	11	134118332	134122777
13190	2	70439851	70475563
13191	17	27400870	27401218
13192	10	121335177	121355978
13193	21	32492686	32639289
13194	6	155450358	155578256
13195	19	4816251	4818390
13196	5	114916246	114916954
13197	1	43766743	43788394
13198	4	113199018	113199573
13199	5	134785144	134785630
13200	4	90034126	90035704
13201	11	65123280	65124696
13202	4	153690618	153692157
13203	8	144680074	144682003
13204	5	149374346	149375912
13205	16	3348965	3350615
13206	3	114012909	114026979
13207	5	156346468	156390210
13208	12	56811500	56827955
13209	11	57296190	57297663
13210	19	2426946	2427532
13211	1	201924655	201938683
13212	17	900383	904329
